NameMonthYear,Year,Month_Year,Account_ID,Account_Type,Package,Customer_Demographics_Income,Customer_Demographics_Marital_Status,Customer_Demographics_Education,Number_of_Deposits_Credits,Number_of_Debits,Bill_Payments,Cash_Withdrawals,Point_of_sale_Transactions,Total_Value_of_Debits,Deposits_Made_During_The_Month_Credits,Total_Service_Charges,Total_Balance_at_Month_End,Number_of_Transactions
October-2023,2023,2023-10-04,144,Savings,Gold,Medium Income,Single,High School Graduate,673,130,$967.00,193.02,$297.00,"$49,464.90","$6,255.82",$33.50,7415.37,435
October-2023,2023,2023-10-04,917,Savings,Gold,Medium Income,Divorced,Master's Degree,659,267,$960.00,2560.17,$630.00,"$1,784.25","$40,970.56",$75.41,8653.74,865
October-2023,2023,2023-10-05,119,Savings,Bronze,Medium Income,Married,Master's Degree,220,918,$595.00,2790.26,$725.00,"$47,598.69","$11,195.72",$112.46,2036.47,986
October-2023,2023,2023-10-05,37,Savings,Gold,Low Income,Single,Master's Degree,996,159,$221.00,335.06,$74.00,"$48,880.56","$9,246.01",$13.80,1716.09,411
October-2023,2023,2023-10-05,28,Savings,Silver,Medium Income,Divorced,College Degree,102,132,$618.00,1211.68,$626.00,"$46,772.23","$7,610.10",$142.48,3340.01,626
October-2023,2023,2023-10-05,338,Savings,Bronze,Medium Income,Divorced,High School Graduate,405,698,$41.00,2399.71,$885.00,"$44,054.49","$22,960.42",$99.93,4534.99,104
October-2023,2023,2023-10-05,445,Chequing,Bronze,Medium Income,Single,College Degree,525,662,$100.00,1975.81,$115.00,"$42,994.84","$24,427.15",$95.81,2513.52,565
October-2023,2023,2023-10-06,550,Chequing,Bronze,High Income,Married,High School Graduate,670,602,$905.00,903.68,$570.00,"$4,435.96","$14,522.52",$82.58,967.5,262
October-2023,2023,2023-10-06,295,Chequing,Gold,Medium Income,Married,College Degree,255,309,$58.00,2216.41,$136.00,"$41,385.15","$19,148.71",$120.15,7342.11,519
October-2023,2023,2023-10-06,668,Chequing,Gold,Low Income,Divorced,Some College,794,602,$973.00,2524.46,$543.00,"$25,630.46","$25,987.35",$29.10,8352.68,727
October-2023,2023,2023-10-07,132,Savings,Silver,Medium Income,Single,High School Graduate,325,981,$724.00,1653.16,$939.00,"$7,329.57","$26,942.73",$90.49,1177.87,495
October-2023,2023,2023-10-08,479,Chequing,Silver,Medium Income,Married,College Degree,495,93,$868.00,1606.57,$542.00,"$37,101.94","$42,204.07",$65.11,4690.57,610
October-2023,2023,2023-10-08,774,Savings,Gold,High Income,Married,Master's Degree,479,467,$738.00,947.01,$179.00,"$43,447.84","$3,278.83",$71.56,3410.14,948
October-2023,2023,2023-10-08,996,Savings,Silver,High Income,Divorced,College Degree,580,7,$921.00,1942.31,$104.00,"$31,691.91","$16,780.25",$69.13,8646.51,700
October-2023,2023,2023-10-09,582,Savings,Bronze,Low Income,Divorced,College Degree,704,619,$255.00,897.74,$214.00,"$44,203.53","$7,017.86",$132.18,6699.92,269
October-2023,2023,2023-10-09,464,Chequing,Silver,Low Income,Single,Some College,131,819,$519.00,502.97,$894.00,"$37,308.14","$2,843.36",$27.67,2549.79,918
October-2023,2023,2023-10-09,331,Chequing,Gold,Medium Income,Married,High School Graduate,329,172,$708.00,2729.33,$775.00,"$28,337.90","$25,945.70",$52.45,8817.93,892
October-2023,2023,2023-10-10,411,Savings,Gold,Medium Income,Married,College Degree,581,73,$929.00,2121,$911.00,"$21,937.46","$14,157.14",$58.94,5150.27,409
October-2023,2023,2023-10-10,166,Chequing,Gold,Low Income,Divorced,High School Graduate,180,409,$944.00,1014.01,$970.00,"$35,692.85","$28,926.17",$79.34,8840.23,321
October-2023,2023,2023-10-10,244,Chequing,Bronze,High Income,Married,High School Graduate,646,438,$847.00,1678.42,$214.00,"$8,339.47","$5,420.64",$48.08,6759.85,543
October-2023,2023,2023-10-10,675,Savings,Silver,Medium Income,Single,Some College,711,123,$994.00,1594.56,$951.00,"$38,935.95","$8,933.00",$53.14,9176.06,391
October-2023,2023,2023-10-10,654,Savings,Silver,Low Income,Divorced,Master's Degree,965,575,$161.00,1783.1,$19.00,"$12,805.32","$47,116.58",$8.17,9765.02,630
October-2023,2023,2023-10-11,858,Chequing,Bronze,High Income,Divorced,Some College,673,510,$457.00,723.56,$74.00,"$17,537.28","$17,158.77",$66.21,6985.58,520
October-2023,2023,2023-10-11,229,Savings,Gold,Medium Income,Divorced,Some College,113,425,$264.00,551.86,$120.00,"$15,324.06","$14,310.79",$111.95,233.56,503
October-2023,2023,2023-10-11,405,Chequing,Gold,Low Income,Divorced,College Degree,880,775,$220.00,1335.22,$28.00,$684.72,"$29,222.82",$103.32,1318.53,158
October-2023,2023,2023-10-12,341,Chequing,Bronze,Low Income,Divorced,Some College,701,720,$837.00,2344.15,$98.00,"$36,938.44",$282.10,$17.85,1370.21,255
October-2023,2023,2023-10-12,904,Chequing,Silver,High Income,Divorced,Some College,583,996,$78.00,2865.92,$413.00,"$35,081.67","$10,106.29",$83.93,7490.73,391
October-2023,2023,2023-10-13,701,Chequing,Bronze,Low Income,Married,College Degree,537,830,$917.00,905.6,$715.00,"$12,131.77","$1,079.41",$13.79,7835.49,826
October-2023,2023,2023-10-13,618,Savings,Bronze,Medium Income,Divorced,High School Graduate,616,837,$551.00,2140.4,$668.00,"$37,527.46","$22,592.49",$9.73,2467.36,844
October-2023,2023,2023-10-13,850,Chequing,Bronze,Medium Income,Single,Master's Degree,105,226,$509.00,1979.36,$517.00,"$7,085.76","$13,103.07",$70.91,5502.65,766
October-2023,2023,2023-10-13,401,Savings,Bronze,High Income,Single,Master's Degree,107,325,$154.00,876.77,$416.00,"$28,698.14","$28,006.88",$64.16,1780.98,21
October-2023,2023,2023-10-14,53,Savings,Gold,High Income,Married,Master's Degree,418,577,$129.00,2436.79,$596.00,"$18,128.67","$44,099.00",$99.00,4405.33,481
October-2023,2023,2023-10-14,866,Savings,Gold,Medium Income,Single,College Degree,71,401,$736.00,1965.6,$796.00,"$44,942.60","$12,551.98",$39.40,1372.13,951
October-2023,2023,2023-10-15,869,Savings,Gold,High Income,Married,Some College,209,994,$526.00,1468.27,$989.00,"$36,508.70","$28,901.58",$6.47,9877.05,837
October-2023,2023,2023-10-15,330,Savings,Bronze,Medium Income,Single,Some College,959,362,$522.00,1419.79,$622.00,"$11,900.79","$17,553.87",$43.50,9748.84,725
October-2023,2023,2023-10-15,555,Chequing,Gold,Medium Income,Single,College Degree,518,63,$738.00,2022.96,$26.00,"$48,511.15","$8,130.90",$122.35,5334.95,122
October-2023,2023,2023-10-16,128,Chequing,Gold,Medium Income,Single,Some College,581,332,$522.00,1059.59,$322.00,"$41,915.29","$7,071.26",$85.34,8940.25,521
October-2023,2023,2023-10-16,894,Savings,Bronze,High Income,Divorced,Some College,379,865,$364.00,2532.14,$976.00,"$18,778.99","$32,992.95",$117.85,6885.83,900
October-2023,2023,2023-10-16,827,Savings,Gold,Low Income,Divorced,Some College,869,159,$739.00,1110.99,$860.00,"$17,326.11","$41,195.50",$80.17,5105.72,9
October-2023,2023,2023-10-16,596,Savings,Gold,High Income,Divorced,College Degree,610,236,$488.00,2286.31,$713.00,"$43,100.86","$25,050.89",$29.79,6260.93,173
October-2023,2023,2023-10-17,718,Savings,Gold,Medium Income,Divorced,Master's Degree,942,573,$230.00,893.84,$255.00,$913.72,"$43,478.24",$33.08,7298.08,488
October-2023,2023,2023-10-17,939,Savings,Gold,Medium Income,Divorced,Master's Degree,376,116,$138.00,2872.9,$954.00,"$13,971.89","$1,558.52",$119.44,5950.04,880
October-2023,2023,2023-10-17,320,Chequing,Gold,Low Income,Single,Master's Degree,632,160,$378.00,2487.4,$238.00,"$18,639.50","$24,060.74",$40.60,2662.89,702
October-2023,2023,2023-10-18,380,Chequing,Silver,Medium Income,Divorced,Master's Degree,461,690,$386.00,853.79,$218.00,"$25,301.88","$6,377.91",$107.37,9644.31,799
October-2023,2023,2023-10-19,285,Chequing,Gold,Low Income,Divorced,College Degree,937,174,$221.00,1577.3,$445.00,"$12,545.02","$22,810.38",$7.74,8905.5,746
October-2023,2023,2023-10-19,100,Chequing,Gold,High Income,Divorced,High School Graduate,663,442,$199.00,2742.49,$837.00,"$48,788.47","$24,899.57",$30.11,3240.59,855
October-2023,2023,2023-10-19,995,Chequing,Gold,Medium Income,Single,Some College,312,642,$280.00,1435.59,$308.00,"$49,778.77","$43,541.52",$16.35,4826.82,578
October-2023,2023,2023-10-19,867,Savings,Gold,Low Income,Married,High School Graduate,560,374,$270.00,1507.12,$185.00,"$34,830.63","$37,909.81",$63.03,1503.56,957
October-2023,2023,2023-10-20,889,Savings,Silver,Medium Income,Married,High School Graduate,626,430,$105.00,467.31,$898.00,"$38,159.73","$13,302.64",$98.64,9721.49,721
October-2023,2023,2023-10-20,673,Chequing,Gold,Low Income,Married,High School Graduate,942,792,$97.00,2839.92,$679.00,"$16,954.02","$17,147.40",$42.09,1714.98,893
October-2023,2023,2023-10-20,157,Chequing,Gold,High Income,Divorced,Some College,952,492,$244.00,1547.31,$606.00,"$36,585.38","$30,086.93",$24.19,2900.01,287
October-2023,2023,2023-10-20,423,Savings,Gold,Medium Income,Divorced,High School Graduate,495,119,$889.00,2108.31,$638.00,"$23,274.32","$9,268.58",$140.87,2908.15,392
October-2023,2023,2023-10-20,515,Chequing,Bronze,High Income,Married,Master's Degree,166,508,$643.00,728.97,$340.00,"$19,591.81","$10,562.21",$14.81,2556.51,424
October-2023,2023,2023-10-21,293,Savings,Bronze,Low Income,Married,College Degree,1,958,$830.00,1521.36,$40.00,"$33,020.33","$26,363.94",$90.72,7727.27,384
October-2023,2023,2023-10-22,233,Savings,Gold,High Income,Divorced,High School Graduate,522,166,$710.00,2833.81,$555.00,"$10,019.61","$40,134.74",$14.01,2106.87,935
October-2023,2023,2023-10-22,843,Savings,Gold,Medium Income,Single,High School Graduate,923,942,$89.00,578.06,$373.00,"$48,582.95","$48,511.06",$130.19,5145.42,81
October-2023,2023,2023-10-22,930,Chequing,Silver,Medium Income,Single,Some College,598,69,$355.00,2814.5,$152.00,"$11,270.83","$4,852.86",$64.50,2411.53,318
October-2023,2023,2023-10-23,881,Chequing,Bronze,Medium Income,Married,Master's Degree,104,302,$767.00,2350.16,$123.00,"$5,561.14","$18,532.66",$132.05,5790.21,887
October-2023,2023,2023-10-23,736,Chequing,Bronze,High Income,Divorced,College Degree,781,255,$752.00,1865.15,$950.00,"$12,761.48","$35,510.77",$21.09,5873.6,289
October-2023,2023,2023-10-23,604,Chequing,Bronze,Medium Income,Divorced,Master's Degree,494,648,$900.00,2081.07,$361.00,"$21,649.32","$33,998.49",$98.82,6535.76,633
October-2023,2023,2023-10-24,966,Chequing,Bronze,High Income,Divorced,Master's Degree,270,889,$756.00,389.26,$948.00,"$28,608.89","$37,709.71",$138.68,9410.68,333
October-2023,2023,2023-10-24,241,Chequing,Bronze,High Income,Married,High School Graduate,867,370,$266.00,644.96,$696.00,"$8,892.86","$12,452.94",$142.64,8162.59,515
October-2023,2023,2023-10-24,208,Chequing,Bronze,Low Income,Married,Some College,786,597,$42.00,465.87,$660.00,"$14,732.79","$15,780.43",$59.50,235.36,3
October-2023,2023,2023-10-24,9,Savings,Bronze,High Income,Married,High School Graduate,792,347,$475.00,2006.3,$511.00,"$20,862.17","$33,781.55",$14.34,3356.51,75
October-2023,2023,2023-10-24,475,Savings,Bronze,High Income,Married,College Degree,691,738,$340.00,2611.84,$224.00,"$5,144.72","$5,030.99",$29.07,806.94,102
October-2023,2023,2023-10-25,95,Savings,Bronze,Low Income,Married,Master's Degree,377,460,$45.00,2352.69,$317.00,"$38,608.40",$895.28,$87.71,8086.54,71
October-2023,2023,2023-10-25,81,Savings,Gold,High Income,Divorced,Master's Degree,988,15,$247.00,359,$468.00,"$43,277.39","$8,461.57",$83.64,468.59,948
October-2023,2023,2023-10-26,925,Chequing,Silver,Low Income,Single,College Degree,212,188,$689.00,2190.23,$154.00,"$28,582.98","$15,729.52",$67.93,4017.85,600
October-2023,2023,2023-10-26,872,Chequing,Gold,Low Income,Divorced,Master's Degree,259,717,$524.00,2233.64,$938.00,"$34,725.29","$47,215.21",$117.27,9181.98,317
October-2023,2023,2023-10-26,627,Chequing,Gold,High Income,Single,Master's Degree,759,812,$431.00,440.18,"$1,000.00","$33,474.61","$1,838.91",$101.52,3157.35,602
October-2023,2023,2023-10-27,758,Chequing,Bronze,Medium Income,Married,College Degree,983,547,$964.00,1888.97,$693.00,"$32,599.40","$34,208.51",$41.42,5739.73,85
October-2023,2023,2023-10-27,294,Savings,Bronze,Low Income,Divorced,Some College,93,434,$409.00,2250.28,$340.00,"$31,222.68","$22,944.12",$129.92,6483.96,663
October-2023,2023,2023-10-27,328,Savings,Silver,High Income,Single,High School Graduate,584,10,$227.00,750.79,$802.00,"$17,236.90",$663.59,$7.44,6056.59,48
October-2023,2023,2023-10-28,149,Chequing,Bronze,High Income,Divorced,Master's Degree,332,999,$73.00,2017.36,$864.00,$934.37,"$33,606.75",$89.60,5169.8,107
October-2023,2023,2023-10-28,278,Savings,Gold,Medium Income,Married,Some College,826,175,$924.00,615.27,$803.00,"$16,258.98","$1,173.87",$149.09,8736.79,759
October-2023,2023,2023-10-28,963,Savings,Silver,High Income,Single,Master's Degree,189,605,$728.00,2370.76,$929.00,"$29,740.81","$33,594.06",$92.18,7468.8,99
October-2023,2023,2023-10-29,657,Savings,Gold,Medium Income,Single,Some College,889,551,$3.00,272.87,$267.00,"$36,019.12",$339.67,$131.21,7103.46,456
October-2023,2023,2023-10-29,268,Savings,Bronze,Low Income,Single,College Degree,705,943,$402.00,247.23,$64.00,"$33,042.06","$24,791.77",$35.37,6590.32,160
October-2023,2023,2023-10-29,237,Chequing,Gold,Low Income,Divorced,High School Graduate,33,171,$301.00,2353.25,$308.00,"$29,688.50","$33,007.20",$36.72,5029.52,642
October-2023,2023,2023-10-29,16,Savings,Bronze,Low Income,Married,Some College,458,219,$862.00,107.02,$770.00,"$49,059.16","$34,762.07",$136.24,7033.39,753
October-2023,2023,2023-10-30,172,Savings,Bronze,Medium Income,Single,Master's Degree,551,911,$495.00,750.45,$483.00,"$26,540.80","$47,246.04",$96.94,8225.61,754
October-2023,2023,2023-10-31,485,Chequing,Silver,Low Income,Single,High School Graduate,326,383,$567.00,1551.61,$757.00,"$43,798.30","$35,133.52",$59.87,8906.38,201
November-2023,2023,2023-11-01,493,Chequing,Silver,Medium Income,Divorced,Some College,241,867,$320.00,2047.41,$124.00,"$20,217.17","$20,411.79",$130.23,7036.4,843
November-2023,2023,2023-11-01,336,Chequing,Silver,High Income,Married,College Degree,476,134,$515.00,2230.5,$748.00,$718.21,"$44,797.59",$50.40,3216.12,811
November-2023,2023,2023-11-01,213,Savings,Silver,Medium Income,Single,College Degree,271,20,$910.00,100.49,$829.00,"$41,594.68","$9,430.03",$63.06,9006.29,952
November-2023,2023,2023-11-01,32,Chequing,Bronze,High Income,Single,College Degree,319,660,$359.00,1049.43,$850.00,"$35,256.70","$11,200.57",$90.72,6506.38,706
November-2023,2023,2023-11-01,606,Savings,Silver,Medium Income,Married,College Degree,214,753,$177.00,955.56,$639.00,"$3,614.61","$45,192.77",$79.51,7644.8,850
November-2023,2023,2023-11-01,598,Chequing,Gold,Medium Income,Divorced,College Degree,560,141,$8.00,2986.31,$520.00,"$47,067.84","$11,555.97",$110.20,8836.78,678
November-2023,2023,2023-11-02,623,Savings,Bronze,Medium Income,Married,High School Graduate,919,545,$687.00,2672.73,$644.00,"$45,047.14","$18,553.56",$16.88,8817.77,831
November-2023,2023,2023-11-02,842,Chequing,Silver,Low Income,Divorced,High School Graduate,811,420,$758.00,2482.62,$834.00,"$49,801.52","$32,570.08",$107.69,5455.42,846
November-2023,2023,2023-11-02,868,Savings,Bronze,High Income,Married,College Degree,188,75,$235.00,527.57,$979.00,"$24,120.18","$45,087.43",$30.84,4643.75,535
November-2023,2023,2023-11-04,933,Savings,Gold,High Income,Married,High School Graduate,681,303,$341.00,1699.37,$237.00,"$15,521.10","$10,253.95",$34.51,1018.72,793
November-2023,2023,2023-11-04,717,Savings,Bronze,Low Income,Single,College Degree,933,529,$470.00,431.6,$912.00,"$14,419.86","$21,793.85",$34.39,6415.51,778
November-2023,2023,2023-11-05,815,Savings,Silver,Low Income,Divorced,College Degree,156,71,$492.00,821.11,$542.00,"$33,359.49","$6,165.76",$25.92,1472.51,601
November-2023,2023,2023-11-06,978,Savings,Silver,High Income,Divorced,College Degree,951,251,$741.00,1404.18,$245.00,"$17,917.91","$23,808.42",$65.05,4265.14,428
November-2023,2023,2023-11-07,733,Chequing,Gold,High Income,Single,Some College,958,697,$323.00,1323.03,$666.00,"$3,548.60","$43,857.35",$12.08,5217.1,468
November-2023,2023,2023-11-07,335,Savings,Bronze,High Income,Divorced,College Degree,958,635,$48.00,143.81,$722.00,"$39,164.11","$7,803.29",$30.62,3525.28,121
November-2023,2023,2023-11-07,471,Savings,Silver,High Income,Single,College Degree,108,972,$6.00,2861.74,$795.00,"$28,483.78","$22,294.97",$56.36,6813.53,475
November-2023,2023,2023-11-08,507,Chequing,Bronze,Medium Income,Married,Some College,142,809,$420.00,794.63,$867.00,"$47,663.00","$5,188.79",$24.50,2032.39,423
November-2023,2023,2023-11-08,853,Chequing,Silver,Medium Income,Single,High School Graduate,54,870,$419.00,953.98,$416.00,"$2,634.85","$48,705.78",$108.08,8184.37,173
November-2023,2023,2023-11-08,698,Savings,Gold,Low Income,Married,Master's Degree,742,286,$394.00,2538.81,$111.00,"$48,793.08","$48,901.84",$127.11,4092.19,838
November-2023,2023,2023-11-08,965,Chequing,Gold,Medium Income,Divorced,College Degree,352,506,$445.00,1498.26,$215.00,"$7,002.63","$25,990.75",$11.31,9817.77,783
November-2023,2023,2023-11-08,879,Chequing,Gold,High Income,Single,Master's Degree,125,180,$409.00,2694.34,$42.00,"$18,146.35","$23,500.81",$107.57,748.8,562
November-2023,2023,2023-11-09,250,Chequing,Silver,Low Income,Divorced,Master's Degree,260,570,$240.00,100.54,$106.00,"$36,305.18","$44,772.64",$148.10,6453.55,680
November-2023,2023,2023-11-10,743,Chequing,Silver,Medium Income,Married,Master's Degree,80,868,$831.00,2517.66,$433.00,"$13,321.02","$1,764.13",$38.36,6446.42,543
November-2023,2023,2023-11-11,794,Chequing,Silver,Medium Income,Married,Master's Degree,840,45,$390.00,662.38,$335.00,"$4,569.58","$34,770.65",$127.12,4078.61,765
November-2023,2023,2023-11-11,795,Savings,Gold,Low Income,Married,High School Graduate,857,311,$480.00,2051.71,$464.00,"$18,224.90","$23,759.49",$85.55,8303.49,233
November-2023,2023,2023-11-11,703,Savings,Silver,Low Income,Married,Some College,939,965,$386.00,1333.51,$312.00,"$36,695.10","$15,015.68",$44.76,5825.95,1000
November-2023,2023,2023-11-11,652,Chequing,Silver,High Income,Single,High School Graduate,59,668,$295.00,2099.22,$825.00,"$10,220.54","$33,617.24",$22.00,1529.04,907
November-2023,2023,2023-11-11,569,Savings,Gold,High Income,Married,College Degree,709,399,$991.00,329.61,$141.00,"$42,827.64","$45,566.79",$20.26,4127.76,807
November-2023,2023,2023-11-11,70,Savings,Bronze,High Income,Divorced,College Degree,13,448,$732.00,2222.88,$653.00,"$38,092.88","$27,692.86",$148.07,5311.61,891
November-2023,2023,2023-11-11,137,Savings,Gold,High Income,Divorced,Some College,558,54,$730.00,2138.06,$363.00,"$24,409.34","$47,709.58",$117.27,1287.89,937
November-2023,2023,2023-11-12,156,Savings,Silver,Low Income,Divorced,High School Graduate,35,765,$276.00,2713.06,$495.00,"$9,978.80","$47,625.43",$79.76,7151.9,338
November-2023,2023,2023-11-12,283,Chequing,Silver,Low Income,Married,High School Graduate,916,635,$269.00,687.01,$742.00,"$20,079.47","$2,273.34",$118.73,2235.24,524
November-2023,2023,2023-11-12,570,Savings,Silver,Low Income,Divorced,College Degree,244,911,$63.00,2685.54,$8.00,"$16,785.59","$17,980.88",$25.80,1314.37,521
November-2023,2023,2023-11-12,861,Savings,Gold,High Income,Married,Some College,943,720,$636.00,2861.35,$803.00,"$7,781.69","$17,226.85",$118.94,3629.82,9
November-2023,2023,2023-11-13,903,Savings,Gold,High Income,Divorced,Some College,135,305,$488.00,1312.61,$586.00,"$23,946.40","$48,201.65",$42.64,3696.46,807
November-2023,2023,2023-11-13,581,Chequing,Bronze,Low Income,Divorced,Some College,518,336,$924.00,1938.98,$767.00,"$32,599.74","$17,471.07",$125.09,8132.14,41
November-2023,2023,2023-11-13,622,Chequing,Silver,High Income,Married,College Degree,29,806,$863.00,867.33,$764.00,"$22,601.84","$30,633.70",$15.59,6189.7,23
November-2023,2023,2023-11-13,248,Chequing,Silver,High Income,Divorced,Some College,248,393,$235.00,208.03,$921.00,"$30,782.28","$29,749.38",$121.57,8669.39,279
November-2023,2023,2023-11-14,687,Chequing,Bronze,High Income,Single,High School Graduate,417,692,$42.00,440.04,$585.00,"$17,180.04","$16,016.23",$20.27,5678.31,25
November-2023,2023,2023-11-14,772,Chequing,Silver,High Income,Married,Master's Degree,662,711,$339.00,1124.43,$767.00,"$11,821.83","$47,703.99",$37.02,8677.26,133
November-2023,2023,2023-11-14,901,Savings,Bronze,High Income,Divorced,High School Graduate,239,303,$782.00,2801.27,$918.00,"$46,399.47","$46,483.71",$18.05,5503.89,860
November-2023,2023,2023-11-14,910,Chequing,Gold,High Income,Married,Master's Degree,404,414,$238.00,747.24,$136.00,"$30,783.85","$32,576.74",$141.93,1367.68,385
November-2023,2023,2023-11-16,141,Chequing,Bronze,High Income,Married,College Degree,380,27,$829.00,2629.8,$819.00,"$35,269.43","$45,472.52",$52.23,897.04,874
November-2023,2023,2023-11-16,79,Chequing,Gold,Medium Income,Married,Master's Degree,413,333,$253.00,1504.07,$93.00,"$23,646.23","$1,961.22",$102.18,9852.01,732
November-2023,2023,2023-11-16,24,Savings,Bronze,High Income,Married,High School Graduate,858,424,$501.00,2765.22,$267.00,"$1,697.41","$32,827.94",$30.52,8788.4,808
November-2023,2023,2023-11-16,376,Chequing,Bronze,Low Income,Divorced,Master's Degree,192,867,$745.00,1422.12,$409.00,"$37,488.70","$36,870.71",$106.61,4019.57,990
November-2023,2023,2023-11-17,412,Chequing,Gold,Medium Income,Divorced,College Degree,34,406,$970.00,1722.92,$130.00,"$39,059.86","$49,902.77",$111.87,2893.13,309
November-2023,2023,2023-11-17,343,Savings,Gold,Low Income,Married,College Degree,548,726,$856.00,497.59,$106.00,"$32,944.14","$24,146.00",$39.08,3149.8,948
November-2023,2023,2023-11-17,131,Savings,Silver,Medium Income,Married,High School Graduate,366,381,$484.00,1421.17,$419.00,"$44,690.99","$49,537.45",$133.56,5537.28,184
November-2023,2023,2023-11-17,580,Chequing,Gold,Medium Income,Married,Some College,443,143,$441.00,2939.39,$738.00,"$22,875.13","$31,410.78",$90.29,1491.15,679
November-2023,2023,2023-11-18,830,Savings,Silver,High Income,Divorced,High School Graduate,163,30,$554.00,2277.1,$811.00,"$24,558.00","$37,434.28",$110.16,1938.21,885
November-2023,2023,2023-11-18,924,Chequing,Silver,Low Income,Single,High School Graduate,360,387,$473.00,2324.16,$829.00,"$21,188.96","$33,338.20",$18.68,3215.09,74
November-2023,2023,2023-11-19,943,Chequing,Silver,High Income,Married,High School Graduate,619,78,$329.00,1038.62,$735.00,"$16,061.40","$17,118.27",$91.23,4985.38,846
November-2023,2023,2023-11-19,105,Savings,Silver,High Income,Divorced,High School Graduate,428,306,$812.00,484.3,$651.00,"$1,069.66","$19,530.72",$20.18,7464.29,510
November-2023,2023,2023-11-19,359,Chequing,Gold,Low Income,Divorced,Some College,649,778,$574.00,1469.61,$418.00,"$48,840.47","$1,623.35",$79.39,4901.96,665
November-2023,2023,2023-11-20,345,Chequing,Gold,Medium Income,Divorced,College Degree,522,682,$719.00,554.98,$874.00,"$23,680.50","$11,001.95",$23.43,7401.87,416
November-2023,2023,2023-11-20,465,Savings,Silver,Medium Income,Single,College Degree,781,229,$766.00,1076.57,$430.00,"$13,473.75","$40,166.22",$110.62,1096.1,307
November-2023,2023,2023-11-20,487,Chequing,Bronze,High Income,Single,High School Graduate,393,388,$644.00,2130.19,$286.00,"$42,956.60","$13,619.90",$137.97,5503.35,367
November-2023,2023,2023-11-20,643,Savings,Silver,Low Income,Divorced,Master's Degree,805,14,$569.00,909.54,$490.00,"$20,545.70","$36,136.47",$95.76,6790.8,643
November-2023,2023,2023-11-21,704,Savings,Gold,Medium Income,Single,High School Graduate,434,61,$936.00,1643.62,$692.00,"$17,344.01","$1,503.97",$102.25,6962.91,269
November-2023,2023,2023-11-22,199,Chequing,Gold,Low Income,Married,High School Graduate,122,440,$219.00,570.16,$175.00,"$11,755.18","$35,259.11",$36.55,3253.39,502
November-2023,2023,2023-11-22,216,Chequing,Silver,Medium Income,Divorced,Some College,600,667,$857.00,1338.27,$459.00,"$41,625.65","$48,825.57",$40.04,5068.47,325
November-2023,2023,2023-11-23,311,Chequing,Gold,Medium Income,Married,Master's Degree,25,517,$932.00,1986.3,$399.00,"$18,460.74","$9,428.95",$102.18,1076.8,671
November-2023,2023,2023-11-23,713,Savings,Bronze,Low Income,Married,High School Graduate,665,384,$161.00,2029.22,$864.00,"$11,462.94","$4,700.45",$25.15,9658.57,305
November-2023,2023,2023-11-23,950,Chequing,Gold,Low Income,Divorced,High School Graduate,138,230,$27.00,2393.08,$544.00,"$45,650.44","$49,594.73",$102.56,3575.61,551
November-2023,2023,2023-11-24,934,Chequing,Bronze,Low Income,Married,Some College,412,457,$323.00,1215.2,$408.00,"$12,541.01","$2,129.58",$10.76,3633.26,897
November-2023,2023,2023-11-24,848,Chequing,Bronze,Low Income,Married,High School Graduate,918,348,$674.00,1992.4,$142.00,"$36,597.39","$3,960.44",$34.36,9065.92,673
November-2023,2023,2023-11-24,472,Savings,Gold,High Income,Divorced,High School Graduate,147,397,$895.00,2782.63,$696.00,"$18,010.56","$33,319.43",$95.57,9049.3,965
November-2023,2023,2023-11-24,447,Savings,Silver,High Income,Divorced,Some College,259,802,$719.00,2476.96,$867.00,"$36,462.10","$45,816.12",$128.79,2535.11,723
November-2023,2023,2023-11-24,518,Chequing,Bronze,Medium Income,Married,College Degree,594,87,$52.00,262.37,$610.00,"$26,637.69","$41,299.76",$19.91,1013.2,222
November-2023,2023,2023-11-25,562,Savings,Gold,Low Income,Divorced,Some College,906,252,$337.00,1161.68,$970.00,"$18,842.75","$39,845.53",$93.65,5403.07,237
November-2023,2023,2023-11-26,214,Savings,Gold,Low Income,Married,College Degree,226,220,$586.00,2757.9,$627.00,"$11,528.24","$27,961.66",$117.24,6745.44,657
November-2023,2023,2023-11-26,122,Chequing,Bronze,Medium Income,Married,Master's Degree,79,205,$645.00,2277.84,$958.00,"$26,243.82","$14,934.03",$120.86,8280.6,434
November-2023,2023,2023-11-26,809,Savings,Bronze,Medium Income,Single,High School Graduate,873,797,$814.00,1668.68,$148.00,"$31,742.87","$41,227.88",$65.64,5013.97,779
November-2023,2023,2023-11-26,730,Savings,Gold,Low Income,Married,Master's Degree,564,116,$670.00,2438.23,$650.00,"$11,419.66","$12,157.70",$110.90,255.41,658
November-2023,2023,2023-11-27,883,Chequing,Gold,Low Income,Single,Master's Degree,717,2,$623.00,1686.29,$375.00,"$20,254.59","$48,870.08",$100.47,7114.92,410
November-2023,2023,2023-11-27,554,Savings,Bronze,High Income,Married,Master's Degree,937,690,$968.00,1736.21,$706.00,"$8,820.30","$9,805.26",$46.40,1532.63,255
November-2023,2023,2023-11-28,101,Savings,Silver,High Income,Married,College Degree,508,465,$460.00,2148.39,$563.00,"$12,732.61","$5,465.75",$42.24,5178.26,116
